slug,name_ja,name_romaji,name_en,origin_pref,origin_city,lat,lng,primary_style,type,summary_ja,summary_en,source_title,source_url,source_publisher,source_accessed_at
mito-han,水戸藩ラーメン,Mito-han Ramen,Mito-han Ramen — a noodle soup revived from a 17th-century record tied to lord Tokugawa Mitsukuni,茨城県,水戸市,36.3418,140.4468,醤油,dish,江戸時代に水戸藩主が食べたと伝わる汁麺を、平成に入って地元の製麺業者が再現した水戸市のご当地ラーメン。レンコン粉を練り込んだ麺と、五辛と呼ばれる薬味の組み合わせが特徴で、あっさりした醤油スープに漢方由来の発想が重なっている。,"A noodle soup said to have been eaten by Mito's 17th-century lord and revived by a local noodle maker in the 1990s. Kneaded with lotus-root flour, the pale brown, black-flecked noodles sit in a light soy broth topped with a five-herb garnish drawn from Chinese medicine.",水戸藩らーめん,https://ja.wikipedia.org/wiki/水戸藩らーめん,Wikipedia,2026-09-15
hitachiomiya,豆腐みそラーメン,Toufu Miso Ramen,Toufu Miso Ramen — a miso broth built around chunks of tofu and scallion from Hitachiomiya,茨城県,常陸大宮市,36.5372,140.4116,味噌,dish,常陸大宮市の老舗中華料理店が、豆腐とネギの味噌汁の美味しさをそのままラーメンに移したと伝わる一杯。赤味噌と白味噌を合わせた汁に、ざく切りの木綿豆腐と長ネギだけをのせる。具材を絞った分、味噌の配合そのものが味の決め手になる。,"A long-running Chinese restaurant in Hitachiomiya is said to have carried the flavor of a tofu-and-scallion miso soup straight into a bowl of ramen. Red and white miso blend into the broth, topped with nothing but chunks of firm tofu and scallion, so the miso blend alone carries the flavor.",茨城県「豆腐みそラーメン」とは？：30年の歴史が生んだ絶滅危惧種グルメ,https://shop.onlyone-marumen.com/豆腐みそラーメン/,マルメン製麺所,2026-09-15
tochigi-yugao,夕顔ラーメン,Yugao Ramen,"Yugao Ramen — noodles kneaded with powdered bottle gourd, the raw material for kanpyo",栃木県,栃木市,36.3841,139.73,その他,dish,国内有数のかんぴょう産地・栃木市で、原料の夕顔の実を粉にして麺へ練り込んだご当地ラーメン。かんぴょうと同じ実から作られる麺はつるりとした喉ごしが持ち味で、スープの味つけは担担麺風や塩味など店ごとに幅がある。,"In Tochigi City, one of Japan's leading kanpyo-producing areas, the yugao gourd that kanpyo is made from is ground into flour and kneaded into ramen noodles. The noodle carries a smooth, slippery bite, while the broth ranges from tantanmen-style to a light salt base depending on the shop.",とちぎLOVE,https://www.berry.co.jp/tochigi/love/?date=1368975600,エフエム栃木,2026-09-15
tomo-tenobe,東毛手延べラーメン,Tomo Tenobe Ramen,Tomo Tenobe Ramen — hand-pulled noodles from eastern Gunma's Tomo district,群馬県,太田市,36.2914,139.3756,醤油,dish,群馬県東部・東毛地域に伝わる、そうめんのように手で延ばして作る中華麺のラーメン。太田市の一軒が元祖とされ、コシの強さより喉ごしのよさを追う麺と、のっぺりとしたあっさり醤油スープが組み合わさる。,"A ramen from Gunma's Tomo district in the east of the prefecture, its noodles pulled by hand like somen rather than cut. A shop in Ota City is said to be the original, pairing a noodle prized for its slip over its bite with a flat, old-fashioned, light soy broth.",東毛手延べラーメン,https://noodlehack.com/東毛手延べラーメン/,ご当地麺を食べよう（個人ブログ）,2026-09-15
arirang,アリランラーメン,Arirang Ramen,Arirang Ramen — a soy ramen named for a mountain pass in a Korean folk song,千葉県,長生郡長柄町,35.4406,140.238,醤油,dish,千葉県長柄町の峠にある一軒から始まったと伝わるラーメン。朝鮮半島の伝説の峠にちなんで名づけられたといい、たっぷりの玉ねぎと豚肉の甘みが溶け込んだ醤油スープに、自家製ラー油とすりおろしニンニクでコクと辛みを重ねる。,"A soy ramen said to have started at a single restaurant on a mountain pass in Chiba's Nagara. Named, it's said, for the legendary Arirang Pass of Korean folklore, its soy broth carries the sweetness of onion and pork, layered with house-made chili oil and grated garlic for depth and heat.",アリランラーメン,https://ja.wikipedia.org/wiki/アリランラーメン,Wikipedia,2026-09-15
funabashi,船橋ソースラーメン,Funabashi Sauce Ramen,Funabashi Sauce Ramen — a ramen built on Worcestershire sauce instead of soy,千葉県,船橋市,35.6947,139.9825,その他,dish,船橋市の商店街にあった中華料理店で生まれたと伝わる、ウスターソースを土台にしたラーメン。黒っぽいスープは酸味と甘みとしょっぱさのバランスで仕立てられ、青のりや紅しょうがが焼きそばの記憶を漂わせる。,"Said to have been born at a Chinese restaurant in a Funabashi shopping street, this ramen builds its broth on Worcestershire sauce. The dark broth is balanced for sourness, sweetness, and salt, finished with green laver and red pickled ginger that recall yakisoba.",船橋ソースラーメン,https://ja.wikipedia.org/wiki/船橋ソースラーメン,Wikipedia,2026-09-15
mobara,もばらーめん,Mobara-men,"Mobara-men — ramen piled with pork belly, its name a pun on Mobara and pork belly",千葉県,茂原市,35.4256,140.2884,その他,dish,「もりもりのバラ肉ラーメン」を略したという茂原市のご当地ラーメン。豚バラ肉をたっぷりのせるのが共通点で、スープの系統や具材は店ごとに異なり、茂原・長生地域で採れた野菜を使う申し合わせだけが揃っている。,"A local ramen from Mobara City said to shorten a phrase for a ramen piled high with pork belly. The one constant is the mountain of pork belly; broth style and toppings vary by shop, tied together only by an agreement to use vegetables grown around Mobara and Chosei.",もばらーめん,https://ja.wikipedia.org/wiki/もばらーめん,Wikipedia,2026-09-15
sodegaura,ホワイトガウラーメン,White Gaura Ramen,White Gaura Ramen — a milk-based white broth from Sodegaura's dairy country,千葉県,袖ケ浦市,35.4436,139.9463,その他,dish,酪農が盛んな袖ケ浦市で生まれた、牛乳を使う白いスープのラーメン。生姜を効かせて乳の匂いを抑えてあり、名前の「ガウラ」は袖ケ浦市を指す造語で、市のマスコットの名前でもある。,"Born in Sodegaura, a city known for dairy farming, this ramen runs on a white broth made with milk. Ginger tempers the milk's smell, and the name Gaura is a coined word for Sodegaura that also names the city's mascot.",ホワイトガウラーメン,https://ja.wikipedia.org/wiki/ホワイトガウラーメン,Wikipedia,2026-09-15
omiya-stamina,スタミナラーメン,Sutamina Ramen,"Sutamina Ramen — soy ramen crowned with a spicy garlic-ginger meat and vegetable sauce, born in Omiya",埼玉県,さいたま市大宮区,35.9066,139.6238,醤油,dish,大宮駅西口の食堂で生まれたとされる、辛味あんかけをのせた醤油ラーメン。豚ひき肉とニラ、玉ねぎをにんにくと生姜で炒め、醤油と豆板醤、片栗粉でとろみをつけた餡が中細麺にかかる。,"Said to have been born at a diner by Omiya Station's west exit, this is a soy ramen crowned with a spicy meat-and-vegetable sauce. Ground pork, chives, and onion are stir-fried with garlic and ginger, then finished with soy sauce, doubanjiang, and a potato-starch thickener.",スタミナラーメン (埼玉),https://ja.wikipedia.org/wiki/スタミナラーメン_(埼玉),Wikipedia,2026-09-15
iwatsuki-tofu,豆腐ラーメン,Toufu Ramen,Toufu Ramen — a gentle soy broth topped with tofu and minced pork from Iwatsuki,埼玉県,さいたま市岩槻区,35.9509,139.6931,醤油,dish,岩槻城址公園の食堂で、まかない料理から生まれたとされる豆腐ラーメン。鶏がらのあっさり醤油スープに、豆腐と豚ひき肉を合わせた餡がとろりとかかり、辛味を抑えたやさしい味に仕立てられている。,"Said to have started as a cook's staff meal at a restaurant in Iwatsuki Castle Ruins Park, this tofu ramen sits in a light chicken-based soy broth, topped with a gently thickened sauce of tofu and ground pork, kept mild rather than spicy.",豆腐ラーメン,https://ja.wikipedia.org/wiki/豆腐ラーメン,Wikipedia,2026-09-15
