slug,name_ja,name_romaji,name_en,origin_pref,origin_city,lat,lng,primary_style,type,summary_ja,summary_en,source_title,source_url,source_publisher,source_accessed_at
niigata-assari-shoyu,新潟あっさり醤油ラーメン,Niigata Assari Shoyu Ramen,Niigata Light Soy Ramen — a clear broth built for the last bowl after drinking,新潟県,新潟市,37.9162,139.0364,醤油,dish,黄金色に澄んだスープは豚ガラと野菜を炊き、煮干しは香り付け程度に抑える。極細のちぢれ麺と上品な具で、飲んだあとの締めの一杯として新潟市の繁華街で親しまれてきたという。,"A clear golden broth of pork bone and vegetables with dried sardine kept to a whisper, paired with super-thin wavy noodles — the bowl ordered to close out a night in Niigata City's old entertainment district.",「新潟５大ラーメン」を食す！【④新潟あっさり醤油ラーメン編】,https://niigata-kankou.or.jp/blog/505,新潟県観光協会,2026-09-13
niigata-noukou-miso,新潟濃厚味噌ラーメン,Niigata Noukou Miso Ramen,Niigata Rich Miso Ramen — a thick miso bowl served with its own pitcher of diluting broth,新潟県,新潟市,37.9162,139.0364,味噌,dish,丼から溢れんばかりの濃厚な味噌スープに太麺を合わせ、脇には割りスープが添えられる。もやしやキャベツの甘みと背脂が絡み、食べ進めながら濃さを自分で調整できる一杯という。,"A miso broth thick enough to spill over the bowl, paired with thick noodles and a side pitcher of diluting stock so diners can dial the richness back down as they eat.",「新潟５大ラーメン」を食す！【③新潟濃厚味噌ラーメン編】,https://niigata-kankou.or.jp/blog/503,新潟県観光協会,2026-09-13
sanjokko,三条っ子ラーメン,Sanjokko Ramen,"Sanjokko Ramen — a miso bowl piled with long green onion, built by ten Sanjo shops together",新潟県,三条市,37.6369,138.9617,味噌,dish,コクのある味噌スープに長ねぎを山盛りにした一杯。三条市内の有志十店舗が共通のコンセプトとして話し合って考案し、既存のカレーラーメンとは違う軸の新名物を目指したと伝わる。,"A rich miso broth piled high with long green onion, devised jointly by ten Sanjo shops as a new local specialty distinct from the city's existing curry ramen.",三条っ子らーめんとは,https://kotobank.jp/word/三条つ子らーめん-1832100,コトバンク,2026-09-13
mitsuke-heso,見附へそラーメン,Mitsuke Heso Ramen,"Mitsuke Heso Ramen — a dumpling of pork and shiitake riding a quail egg ""navel""",新潟県,見附市,37.5316,138.9128,醤油,dish,丼の中央に、うずらの卵を仕込んだ肉団子「へそ」をひとつ置いた一杯。新潟のほぼ中心という見附市の位置になぞらえ、市内の麺類業組合が知恵を出し合って考案したと伝わる。,"A bowl centered on a single dumpling called the ""heso"" (navel), a quail egg at its core — devised by Mitsuke's noodle trade association as a nod to the city's spot near Niigata Prefecture's geographic center.",「へそラーメン」なる一杯とは!? 見附市・紅竜飯店で味わえる唯一無二の味,https://howtoniigata.jp/recommend/14512/,新潟のつかいかた,2026-09-13
joetsu-tonjiru,上越とん汁ラーメン,Joetsu Tonjiru Ramen,Joetsu Tonjiru Ramen — a miso ramen built on the broth of a hearty pork-and-vegetable soup,新潟県,妙高市,37.0252,138.2535,味噌,dish,とん汁専門店のレシピを土台に、味噌仕立ての汁へ中華麺を入れて仕立て直した一杯。豚肉と根菜の甘みがそのまま伝わる椀で、妙高で生まれ上越地域一帯に広がったと伝わる。,"A miso ramen rebuilt from a tonjiru specialist's own recipe, pork and root vegetables carrying their soup's sweetness straight into the noodle bowl — born in Myoko and known across the wider Joetsu area.",【上越・妙高】必食ご当地グルメ5選！とん汁ラーメンから笹寿司まで＜2023＞,https://www.jalan.net/news/article/735317/,じゃらんニュース,2026-09-13
joetsu-miso,上越味噌ラーメン,Joetsu Miso Ramen,Joetsu Miso Ramen — a white miso bowl built on a 1965 diner's soul-food recipe,新潟県,上越市,37.1479,138.2361,味噌,dish,白みそをベースに玉ねぎの甘みとにんにくの香りを効かせたスープに、自家製の中太ちぢれ麺を合わせる。1965年創業の食堂の配合がそのままの形で受け継がれてきたと伝わる。,"A white miso broth built on onion's sweetness and a garlic finish, paired with house-made medium-thick wavy noodles — a formula carried down from a diner that opened in 1965.",【上越・妙高】必食ご当地グルメ5選！とん汁ラーメンから笹寿司まで＜2023＞,https://www.jalan.net/news/article/735317/,じゃらんニュース,2026-09-13
joetsu-sakekasu,上越雪むろ酒かすラーメン,Joetsu Yukimuro Sakekasu Ramen,"Joetsu Yukimuro Sakekasu Ramen — snow-cellar ingredients and local sake lees, one recipe per shop",新潟県,上越市,37.1479,138.2361,味噌,dish,上越産の酒かすと雪室食材を使うという共通ルールのもと、参加店ごとに違う一杯を仕立てるご当地ラーメン。2019年に上越市内14店舗が足並みを揃えて提供を始めたと伝わる。,"A shared-rule local ramen built on Joetsu-grown sake lees and snow-cellar ingredients, each participating shop free to build its own bowl — launched across 14 Joetsu shops in 2019.",｢雪むろ酒かすラーメン」全14店一挙紹介 上越の新たなご当地ラーメン開発,https://www.joetsutj.com/articles/37960566,上越タウンジャーナル,2026-09-13
niigata-mabo,麻婆ラーメン,Niigata Mabo Ramen,Niigata Mabo Ramen — mapo tofu ladled thick and hot over a bowl of noodles,新潟県,新潟市,37.9162,139.0364,その他,dish,麻婆豆腐をそのまま具に見立て、とろみのついた餡を麺にかけた一杯。寒さの厳しい新潟で体を温めたいという思いから生まれ、複数の店が独自の麻婆麺を育ててきたと伝わる。,"Mapo tofu ladled thick and hot straight over noodles — born, as the story goes, from a wish to warm diners through Niigata's harsh winters, and since grown through several shops' own versions.",新潟ラーメン伝道師が推薦！新潟駅＆新潟空港周辺で食べられるご当地ラーメン⑤新潟濃厚麻婆,https://niigata-kankou.or.jp/blog/1375,新潟県観光協会,2026-09-13
tochio-reidon,冷丼,Tochio Reidon,"Tochio Reidon — Tochio's cold soy ramen, served in a rice bowl",新潟県,長岡市,37.4804,138.9926,醤油,dish,醤油だれの効いた冷たいスープに中華麺を沈めた、栃尾で「冷丼」とも呼ばれる夏の定番料理。猫舌だった後の店主が幼い頃に冷たいラーメンを求めたことがはじまりと伝わっている。,"Chinese-style noodles chilled in an iced soy broth, known in Tochio as ""reidon"" — said to have started when a boy with a sensitive tongue, later the shop's owner, asked for his ramen cold.",栃尾のごはん 冷やしラーメン,https://tochiokankou.jp/food/hiyashiramen.html,栃尾観光協会,2026-09-13
nyuzen-brown,入善ブラウンラーメン,Nyuzen Brown Ramen,"Nyuzen Brown Ramen — a secret miso built from local rice, soybeans, and Kurobe fan-water",富山県,下新川郡入善町,36.9335,137.5021,味噌,dish,県産の米と大豆で仕込んだ秘伝味噌にえびの旨みを重ねた濃厚スープ。全国区の富山ブラックに対抗して名前を広めようと、入善町の商工会青年部の有志が2010年に考案したと伝わる。,"A rich broth of secret miso brewed from prefecture-grown rice and soybeans, shrimp extract layered in — devised in 2010 by Nyuzen's chamber of commerce youth division to counter the nationally famous Toyama Black.",入善ブラウンラーメン,https://www.info-toyama.com/shopping/60120,とやま観光ナビ（富山県）,2026-09-13
takaoka-green,高岡グリーンラーメン,Takaoka Green Ramen,"Takaoka Green Ramen — a pork broth turned green with local spinach, echoing the city's copper-green landmarks",富山県,高岡市,36.7541,137.0257,豚骨,dish,高岡産ほうれん草をすりつぶし、豚骨スープに溶き込んで緑色に仕立てた一杯。緑を連想させる街のイメージを、2012年に地元有志が力を合わせてラーメンとして表現したと伝わる。,A pork-bone broth turned green with pureed Takaoka spinach — devised in 2012 by local volunteers to translate a city long associated with the color green into a bowl of ramen.,ご当地ラーメン直営店をオープン（高岡商工会議所青年部有志）,https://yeg.jp/2017/post203.html,日本商工会議所青年部連合会（日本YEG）,2026-09-15
