slug,name_ja,name_romaji,name_en,origin_pref,origin_city,lat,lng,primary_style,type,summary_ja,summary_en,source_title,source_url,source_publisher,source_accessed_at
kamikawa,上川ラーメン,Kamikawa Ramen,Kamikawa Ramen — pork-bone broth built on Mount Taisetsu's meltwater,北海道,上川町,43.8471,142.7704,豚骨,dish,大雪山の伏流水を仕込み水に使う上川町のラーメン。白く炊いた豚骨だしを軸に、味噌や塩のタレは店ごとに違う。醤油の二段スープが主流の旭川とは別の道を選んだ町の味とされ、水の質そのものが看板になっている。,"A ramen from Kamikawa, made with meltwater filtering down from Mount Taisetsu. A milky pork-bone broth is the common thread, though the finishing tare — miso or salt — varies by shop, in a style distinct from neighboring Asahikawa's soy double-soup.",上川ラーメン | feel道北 道北エリア絶景ガイド,https://northern-hokkaido.jp/eat/258/,feel道北,2026-09-13
iwanai-tempura,天ぷらラーメン,Tempura Ramen,"Iwanai Tempura Ramen — a soba shop's tempura, dropped into ramen",北海道,岩内町,42.9798,140.5148,塩,dish,積丹半島の付け根、岩内町の名物ラーメン。鶏ガラや鰹だしの塩味・醤油味のあっさりスープに、揚げたての海老天を1〜2本のせる。そばの天ぷらをラーメンに移した一杯とされる。,"A specialty of Iwanai, at the foot of the Shakotan Peninsula: a light chicken-and-bonito broth, salted or soy-based, topped with one or two pieces of freshly fried shrimp tempura — said to have started as a soba shop's tempura, dropped into ramen instead.",後志のご当地グルメ,https://www.shiribeshi.pref.hokkaido.lg.jp/ss/srk/kankou/kankou/167185.html,後志総合振興局,2026-09-13
nakashibetsu-milky,中標津ミルキーラーメン,Nakashibetsu Milky Ramen,Nakashibetsu Milky Ramen — local milk poured into the broth,北海道,中標津町,43.5551,144.9715,味噌,dish,酪農の町・中標津町のご当地ラーメン。麺つゆに中標津産牛乳を100cc以上使うことだけがルールで、味つけは味噌など店ごとに自由。生乳が余った出来事をきっかけに、消費拡大のために考案された。,A local ramen from the dairy town of Nakashibetsu. The only rule is at least 100cc of Nakashibetsu milk in the broth — miso and other seasonings are left to each shop. It was devised to boost milk consumption after a glut of surplus raw milk made local news.,中標津ミルキーラーメン,https://ja.wikipedia.org/wiki/中標津ミルキーラーメン,Wikipedia,2026-09-13
okhotsk-kaibashira,オホーツク干貝柱ラーメン,Okhotsk Dried Scallop Ramen,"Okhotsk Dried Scallop Ramen — a coastline's scallop, whole on top",北海道,,,,塩,dish,稚内から網走までのオホーツク海沿岸で提供されるご当地ラーメン。蒸し戻した地元産の干し貝柱をまるごとのせ、貝柱のエキスと海水塩で仕立てた塩スープで食べさせる、沿岸一帯の共同企画から生まれた一杯。,"A local ramen served along the Okhotsk coast from Wakkanai to Abashiri. A whole rehydrated dried scallop sits on top, and the salt broth is built from scallop extract and sea salt drawn from the same coastline.",スープを飲み干す旨さ！3つの味が楽しめる「オホーツク干貝柱塩ラーメン」,https://hokkaidolikers.com/archives/31259,北海道Likers,2026-09-13
asahikawa-horumen,旭川ホルメン,Asahikawa Horumen,"Asahikawa Horumen — the city's soy ramen, crossed with grilled offal",北海道,旭川市,43.7708,142.365,醤油,dish,旭川の二大名物、醤油ラーメンとホルモン焼きを掛け合わせたご当地グルメ。醤油だれのスープに、下処理して臭みを抜いた豚ホルモンをのせる。2010年代に旭川で考案された。,"A local dish that crosses Asahikawa's two soul foods — soy-sauce ramen and grilled pork offal. Pork offal, cleaned and prepped to remove its odor, sits on a soy-based broth. It was devised in Asahikawa in the 2010s.",旭川しょうゆホルメンについて,https://horumen.jp/about/,旭川しょうゆホルメン,2026-09-13
ashibetsu-gatatan,ガタタンラーメン,Gatatan Ramen,"Ashibetsu Gatatan Ramen — a repatriate's soup, poured over noodles",北海道,芦別市,43.5183,142.1898,塩,dish,芦別市の郷土料理ガタタンをラーメンにした一杯。片栗粉でとろみをつけた塩味のスープに、野菜・肉・魚介など具だくさんの具を合わせ、仕上げに溶き卵を流し入れる。満州からの引き揚げ者が伝えた中華料理が土台にある。,"Ashibetsu's local dish gatatan, turned into ramen: a salt broth thickened with potato starch, loaded with vegetables, meat and seafood, and finished with a stream of beaten egg.",ガタタン,https://go-to-ashibetsu.com/gatatan,芦別観光協会,2026-09-13
wakkanai,稚内ラーメン,Wakkanai Ramen,"Wakkanai Ramen — kelp and pork bone, double-stocked against the cold",北海道,稚内市,45.4165,141.6733,塩,dish,日本最北の漁師町、稚内のラーメン。利尻昆布と豚骨からとるWスープにラードで蓋をした塩ラーメンが人気で、具には珍しく麩を使う。スープが染みた麩の風味も味わいの一部になる。,"A ramen from Wakkanai, Japan's northernmost fishing town. A salt version is especially popular, its kelp-and-pork-bone double stock capped with lard, and an unusual topping of wheat gluten cake that soaks up the broth as you eat.",稚内ラーメン,https://www.north-hokkaido.com/feature/detail_35.html,きた・北海道DMO,2026-09-13
rishiri,利尻ラーメン,Rishiri Ramen,"Rishiri Ramen — kelp country's ramen, kneaded with its own kelp",北海道,利尻町,45.1077,141.2196,塩,dish,利尻昆布の産地・利尻島のラーメン。昆布だしの風味を消さないよう塩味に仕立て、麺にまで利尻昆布を練り込む店もある。火山島で育つ最高級昆布の存在感を、そのまま一杯にした味。,"A ramen from Rishiri Island, home of the prized rishiri kelp. It's seasoned with salt so the kelp stock's flavor stays clear, and some shops even knead kelp into the noodles — a bowl built around the island's volcanic-grown kelp.",利尻昆布ラーメン,https://rishiri-gyokyo.or.jp/r-ramen/,利尻漁業協同組合,2026-09-13
tsugaru-noukou,濃厚津軽煮干しラーメン,Noukou Tsugaru Niboshi Ramen,"Rich Tsugaru Niboshi Ramen — the dried-sardine broth, turned up",青森県,,,,醤油,dish,津軽地方の煮干しラーメンのうち、2000年代以降に広まった濃厚版。煮干しだしに豚骨などの動物系だしを合わせ、あっさり系だった津軽ラーメンをより厚みのある一杯に仕立てる。,"A richer branch of Tsugaru's niboshi ramen that spread from the 2000s onward, pairing dried-sardine stock with pork bone or other animal-based broth to build a heavier bowl out of what had been a lighter Tsugaru tradition.",津軽煮干しラーメン,https://aomori-tourism.com/feature/detail_223.html,青森県観光連盟（Amazing AOMORI）,2026-09-13
juusanko-shijimi,しじみラーメン,Juusanko Shijimi Ramen,"Jusanko Shijimi Ramen — a brackish lake's clams, in a bowl of noodles",青森県,五所川原市,41.024,140.3504,塩,dish,汽水湖・十三湖のヤマトシジミを使う青森県五所川原市のご当地ラーメン。塩ベースのスープにシジミのだしをたっぷり効かせ、トッピングにも貝を盛る。十三湖畔のドライブインが元祖とされる。,"A local ramen from Goshogawara, built on the Yamato clams of Lake Jusan, a brackish lake where fresh and sea water meet. A salt broth carries plenty of clam stock, with more clams piled on top; a drive-in on the lakeshore is said to be where it began.",十三湖のしじみ,https://www.umai-aomori.jp/local-cuisine/detail_106.html,青森県（うまい青森）,2026-09-13
