slug,name_ja,name_romaji,name_en,origin_pref,origin_city,lat,lng,primary_style,type,summary_ja,summary_en,source_title,source_url,source_publisher,source_accessed_at
akita-edokei,江戸系ラーメン,Edokei Ramen,Edokei Ramen — soy ramen crowned with a dissolving chili miso,秋田県,秋田市,39.7186,140.1024,醤油,dish,醤油ラーメンの表面に、ニラとニンニクを効かせた真っ赤な辛味噌がひとかたまり乗る。溶かしながら食べ進めるうち、あっさりした一杯が少しずつ濃く辛く変わっていく秋田市のご当地ラーメン。,"A soy ramen topped with a knob of bright red chili miso built on garlic and garlic chives. Stirred in gradually as you eat, it turns a mild bowl steadily richer and spicier — a specialty of Akita City.",日本ご当地ラーメン総覧vol.6,https://www.nippon-ramen-fc.org/archives/biblio/b0006,日本ラーメンファンクラブ,2026-09-13
inaniwa-chuka,稲庭中華そば,Inaniwa Chuka Soba,Inaniwa Chuka Soba — dried noodles made with the Inaniwa udon technique,秋田県,湯沢市稲庭町,39.205,140.44,醤油,dish,稲庭うどんと同じ手綯い延ばしの製法で作った乾麺の中華そば。比内地鶏と魚介のだしに醤油だれを合わせたスープに、つるりとした喉ごしの麺がよく合う、秋田県湯沢市稲庭発の一杯。,"A dried-noodle ramen made with the same hand-stretched, air-dried technique as Inaniwa udon. Slick, silky noodles carry a soy broth built on Hinai chicken and seafood dashi — a bowl from Inaniwa in Yuzawa City, Akita.",稲庭中華そば｜秋田「稲庭うどん」の伝統製法で作られたラーメン,https://serai.jp/gourmet/289387,サライ.jp（小学館）,2026-09-13
kosaka-katsu-ramen,かつラーメン,Katsu Ramen,Katsu Ramen — a whole pork cutlet set on soy ramen,秋田県,鹿角郡小坂町,40.3236,140.7802,醤油,dish,醤油ラーメンの上に、卵でとじたとんかつを丸ごと一枚乗せる。カツ丼とラーメンを一度に味わいたいという発想から生まれたという、秋田県小坂町のボリューム満点の一杯。,"A whole pork cutlet, often bound with egg, set right on top of a soy ramen. Said to have started from wanting katsudon and ramen at once — a hearty bowl from Kosaka, Akita.",こさかまちかつらーめん（令和5年度文化庁認定「100年フード」）,https://www.town.kosaka.akita.jp/machinososhiki/kankosangyoka/kankoshokohan/3/syoku/1760.html,秋田県小坂町,2026-09-13
akita-tempura-chuka,秋田天ぷら中華,Akita Tempura Chuka,Akita Tempura Chuka — soy ramen floated with a disc of tempura batter,秋田県,南秋田郡五城目町,39.9425,140.3897,醤油,dish,天ぷらの衣を円く固めて揚げたものを、醤油ラーメンの上にそのまま浮かべる。溶け出した油でスープにコクが増していく、秋田市周辺の五城目町・大仙市に残るご当地の食べ方。,"A round disc of fried tempura batter floated whole on a soy ramen. As it soaks, the broth gains richness from the oil — a local way of eating that survives around Gojōme and Daisen near Akita City.",100年後に残したい名店vol.17,https://www.nippon-ramen-fc.org/archives/remain/r0017,日本ラーメンファンクラブ,2026-09-13
tori-chuka,鳥中華,Tori Chuka,Tori Chuka — Chinese noodles served in soba broth,山形県,天童市,38.3567,140.373,醤油,dish,そば屋のまかないから生まれた、そばつゆで食べる中華麺。鶏肉と天かす、海苔をのせて黒こしょうを効かせる、山形県天童市発祥の「そば屋のラーメン」。,"Chinese-style noodles served in soba broth — born as staff food at a soba shop. Chicken, tenkasu, and nori on top, black pepper for edge: a ""soba shop's ramen"" from Tendo, Yamagata.",鶏とそばつゆがしみじみ美味しい山形のラーメン「鳥中華」の作り方,https://www.hotpepper.jp/mesitsu/entry/tae-mikubo/2023-00825,メシ通（リクルート）,2026-09-13
tsuruoka-bushikei,鶴岡節系ラーメン,Tsuruoka Bushikei Ramen,Tsuruoka Bushikei Ramen — soy ramen layered with dried-fish stock,山形県,鶴岡市,38.7274,139.8266,醤油,dish,鰹節や宗田節、飛魚節を効かせただしに、豚骨や鶏ガラを合わせて作る醤油スープ。複数の節を使い分けることでだしに奥行きを持たせる、庄内浜の乾物文化が息づく山形県鶴岡市周辺の醤油ラーメンの系統。,"A soy broth that layers dried-fish stock — bonito, sōda-bushi, flying fish — over a pork- or chicken-bone base. A soy ramen lineage from around Tsuruoka, Yamagata, carrying the Shōnai coast's dried-goods culture.",酒田・鶴岡・湯野浜・温海のラーメン屋,https://www.cocolocala.jp/yamagata/d29/spots/restaurant/ramen,こころから,2026-09-13
nagai-baniku-chashu,馬肉チャーシューラーメン,Baniku Chashu Ramen,Baniku Chashu Ramen — soy ramen topped with horse meat char siu,山形県,長井市,38.1231,140.0086,醤油,dish,豚肉ではなく馬肉をじっくり煮込んだチャーシューを乗せる、山形県長井市の醤油ラーメン。かつて馬とともに生きた土地の記憶を、丼の上に一枚の肉として残している。,"Char siu simmered not from pork but from horse meat, set on a soy ramen in Nagai City, Yamagata. A slice of meat on the bowl carries the memory of a place once bound up with horses.",馬肉ラーメン｜観光スポット（長井市・置賜地方）,https://yamagatakanko.com/attractions/detail_13821.html,やまがたへの旅（山形県公式観光サイト）,2026-09-13
kahoku-niku-chuka,肉中華,Niku Chuka,Niku Chuka — chilled Chinese noodles in sweet-salty hen tare,山形県,西村山郡河北町,38.4494,140.2853,醤油,dish,冷たい肉そばのタレに中華麺を合わせた、山形県河北町の一杯。親鶏の旨みを凝縮した甘じょっぱいタレを、真冬でも冷たいまま楽しむのがこの土地の流儀。,"Chinese-style noodles dressed in the same tare as cold niku-soba, from Kahoku, Yamagata. A sweet-salty sauce built on old hen, served chilled even in the dead of winter — the local way.",冷たい肉そば／雛とべに花の里・河北町,https://www.town.kahoku.yamagata.jp/soshiki/shoko/kankousinkou/3341/672.html,山形県河北町,2026-09-13
aizu,会津ラーメン,Aizu Ramen,"Aizu Ramen — flat, curly hand-pulled noodles in clear soy broth",福島県,会津若松市,37.4936,139.9298,醤油,dish,手打ちの平打ち太麺と、澄んだ醤油スープ。会津若松市の食堂が横浜で覚えた味を持ち帰ったのがはじまりとされる、喜多方とは別に育った会津地方のもう一つの中華そば。,"Flat, thick hand-made noodles in a clear soy broth. Said to trace back to a Aizuwakamatsu diner owner bringing home a taste learned in Yokohama — a second soy ramen lineage that grew up apart from Kitakata's, in the same Aizu region.",会津ラーメンの由来,https://aizumonogatari.com/history/5612.html,歴史逍遥「しばえもん」,2026-09-13
koriyama-tonkotsu,奥州郡山とんこつラーメン,Oshu Koriyama Tonkotsu Ramen,Koriyama Tonkotsu Ramen — a Kurume-taught pork-bone bowl in Fukushima,福島県,郡山市,37.4004,140.3597,豚骨,dish,白く濁った豚骨スープの、福島県郡山市のご当地ラーメン。姉妹都市である九州・久留米市から製法を学んで生まれた、明治の開拓移民の縁が今もどんぶりの中に残る一杯。,"A pork-bone ramen from Koriyama City, Fukushima. Learned from sister-city Kurume, it's a bowl that still carries the bond forged by Meiji-era settlers.",福島県・郡山市で、とんこつラーメンの町起こし,https://ina.under.jp/kooriyama.html,個人サイト「いなうんだ」,2026-09-13
