slug,name_ja,name_romaji,name_en,origin_pref,origin_city,lat,lng,primary_style,type,summary_ja,summary_en,source_title,source_url,source_publisher,source_accessed_at
su-ramen,素ラーメン,Su Ramen,Su Ramen — plain udon-stock ramen from Tottori City,鳥取県,鳥取市,35.5039,134.2381,その他,dish,鳥取市の食堂で長く出されてきた、うどん出汁に中華麺を合わせた飾らないラーメン。豚骨や鶏がらに頼らない軽いスープが特徴で、名前の「素」がそのまま椀の姿を言い表している。,"A plain-spoken ramen served for decades at a Tottori City diner: Chinese noodles in udon stock, with none of the pork-bone or chicken-carcass weight of typical ramen. Its name, ""su"" (plain), describes exactly what's in the bowl.",素(す)ラーメン｜まちなか麺図鑑,https://www.tottori-guide.jp/806/1860/1859/32100.html,鳥取県観光旅行情報サイト とっとり旅（鳥取県）,2026-09-13
shijimi-ramen,しじみラーメン,Shijimi Ramen,Shijimi Ramen — a clear broth built on Lake Shinji clams,島根県,松江市,35.44,132.97,塩,dish,宍道湖でとれるしじみの煮汁を生かした、透き通る塩味スープのラーメン。しじみ特有の丸みのある旨味が先に立ち、動物系の出汁に頼らない軽さを持つ、水郷の町らしい一杯とされる。,"A clear, salt-based ramen built on cooking liquid from Lake Shinji shijimi clams. The clams' round, mellow savor leads, with little reliance on animal stock — a bowl said to reflect its lake-town setting.",宍道湖のしじみ｜特集記事,https://shinjiko-shijimi.com/topics/news/1632,宍道湖漁業協同組合,2026-09-13
matsue-ramen,松江ラーメン,Matsue Ramen,Matsue Ramen — a clear soup finished with Lake Shinji clams,島根県,松江市,35.4723,133.0505,塩,dish,豚骨や鶏がらのスープに宍道湖しじみの煮汁を合わせた松江の中華そば。透明感のある塩味と、奥からうっすら立つしじみの旨味が特徴で、水の都と呼ばれる土地らしい個性を持つ一杯とされる。,"A Matsue-style Chinese noodle soup built on pork-bone or chicken-carcass stock, finished with Lake Shinji shijimi liquid. A clear, salt-forward broth with a faint clam note underneath is said to mark it as a taste of this city known as the ""capital of water.""",松江ラーメンとは,https://kankoujp.com/matsue-ramen/,kankoujp.com（山陰観光情報メディア）,2026-09-13
okayama-ramen,岡山ラーメン,Okayama Ramen,Okayama Ramen — a soy broth built on chicken carcass stock,岡山県,岡山市,34.6551,133.9195,醤油,dish,鶏がら醤油を軸に、店によって豚骨を合わせる岡山市のご当地ラーメン。戦後の屋台から広がり、世代を超えて少しずつ手を加えられながら受け継がれてきた幅のある味とされる。,"A soy-based Okayama City ramen centered on chicken carcass stock, sometimes joined by pork bone. Said to have spread from postwar stalls and been passed down with small adjustments each generation, leaving room for real variation.",【岡山ラーメン】地元客に人気のラーメンまとめ,https://buraneta.com/matome/okayama-ramen/,buraneta.com（岡山地域情報メディア）,2026-09-13
tonkatsu-ramen,トンカツラーメン,Tonkatsu Ramen,Tonkatsu Ramen — a whole fried pork cutlet on Okayama-style noodle soup,岡山県,岡山市,34.6551,133.9195,醤油,dish,岡山の中華そばに揚げたてのとんかつを丸ごと乗せたご当地ラーメン。スープの熱で衣がやわらぎ、脂の甘みが溶け出す。昭和40年ごろには岡山市内の店ですでに出されていたと伝わる。,"A whole freshly fried pork cutlet set over Okayama-style Chinese noodle soup. The broth's heat softens the batter as its fat sweetens the soup, and shops in Okayama City are said to have already served it around the mid-1960s.",発見！ご当地「油」紀行 岡山県 トンカツラーメン,http://www.nisshin-oillio.com/report/kikou/vol26.html,日清オイリオグループ,2026-09-13
niimi-ramen,新見ラーメン,Niimi Ramen,Niimi Ramen — a soy ramen built on wild boar,岡山県,新見市,34.9669,133.4688,醤油,dish,新見市の山あいで親しまれてきた、猪の骨や肉を使った醤油ラーメン。具には猪肉のチャーシューが乗り、店によっては味噌仕立てにするところもある、地場の食材を生かした一杯。,"A soy ramen from Niimi's mountain communities, built on wild boar bone and meat, topped with boar chashu. Some shops finish it with miso instead — a bowl shaped around a locally familiar ingredient.",新見いのししラーメン,https://www.okayama-kanko.jp/gourmet/detail_10922.html,岡山観光WEB（公益社団法人岡山県観光連盟）,2026-09-13
hiroshima-tsukemen,広島つけ麺,Hiroshima Tsukemen,Hiroshima Tsukemen — chilled noodles dipped in a spicy soy sauce,広島県,広島市,34.3853,132.4553,醤油,dish,醤油ベースの辛口だれに冷やした中華麺をくぐらせて食べる、広島発祥のつけ麺。茹で野菜とゆで卵が添えられるのが特徴で、八丁堀の中華料理店が発祥という説が伝わる、広島の中華麺文化を代表する一杯とされる。,"Chilled Chinese noodles dipped into a spicy soy-based sauce — a tsukemen said to have originated in Hiroshima. Boiled vegetables and a boiled egg are served alongside, and one account traces it to a Chinese restaurant in Hachobori, now a fixture of the city's noodle culture.",冷めん家,https://reimenya.com/,冷めん家,2026-09-13
hiroshima-shirunashi-tantanmen,汁無し担々麺,Shirunashi Tantanmen,Hiroshima Shirunashi Tantanmen — no-broth noodles numbed with Sichuan pepper,広島県,広島市,34.3853,132.4553,その他,dish,山椒と花椒の痺れる辛さを効かせた、汁をほとんど張らない広島の担々麺。供されたら客自身がよく混ぜてから食べるのが習わしとされ、四川の味を学んだ店主が生んだと伝わる。,"A Hiroshima take on tantanmen with almost no broth, numbed with sansho and Sichuan peppercorn. Diners are expected to stir it thoroughly before eating, and it's said to trace back to a shop owner who studied Sichuan cooking firsthand.",Dive! Hiroshima 広島の観光・旅行情報サイト,https://dive-hiroshima.com/,広島県・広島市（公式観光サイト）,2026-09-13
hiroshima-kaki-ramen,広島牡蠣ラーメン,Hiroshima Kaki Ramen,Hiroshima Kaki Ramen — a salt broth built on oyster liquor,広島県,広島市,34.3853,132.4553,塩,dish,牡蠣の旨味を煮出した塩ベースのスープに、ソテーや蒸しにした牡蠣を乗せる広島のラーメン。牡蠣の産地として知られる土地の海産物を、中華麺のスープに生かした一杯とされる。,"A Hiroshima ramen with a salt broth simmered from oyster liquor, topped with sautéed or steamed oysters. Said to fold the seafood of a region famous for oyster farming into a bowl of Chinese noodle soup.",せいてんをつけ,https://seitenwotsuke.com/,せいてんをつけ（広島市の飲食店）,2026-09-13
ube-ramen,宇部ラーメン,Ube Ramen,Ube Ramen — a deep brown pork-bone broth,山口県,宇部市,33.952,131.2467,豚骨,dish,茶色がかった濃厚な豚骨スープが特徴の宇部市のご当地ラーメン。久留米で学んだ技法を土台に、炭鉱と工業の町で煮出す時間が延び、独自の色合いへと変化していったと伝わる。,"A deep brown, richly flavored pork-bone ramen from Ube City. Built on technique brought from Kurume, said to have taken on its own darker color over decades of longer simmering in this coal and industrial town.",くさうま宣隊宇部ラーメンジャー,http://kusauma.com/,くさうま宣隊宇部ラーメンジャー（宇部市シティセールスパートナー）,2026-09-13
kudamatsu-gyukotsu-ramen,下松牛骨ラーメン,Kudamatsu Gyukotsu Ramen,Kudamatsu Gyukotsu Ramen — beef-bone broth with local soy sauce,山口県,下松市,34.0263,131.8697,醤油,dish,牛の骨からとった出汁に地元の醤油を合わせた、下松市のご当地ラーメン。牛骨の甘みと醤油の甘さが重なる軽い後味が特徴で、精肉店が隣にあったことから生まれたと伝わる。,"A Kudamatsu ramen combining beef-bone stock with locally brewed soy sauce. The beef's sweetness layers with the soy's for a light, clean finish, said to have begun because a butcher shop happened to sit next door.",下松牛骨ラーメン,https://kudamatsu-kanko.jp/gyukotsuramen/,下松市観光協会,2026-09-13
suo-oshima-iriko-ramen,瀬戸内ラーメンいりこそば,Setouchi Ramen Iriko Soba,Suo-Oshima Iriko Ramen — a clear broth led by dried sardines,山口県,周防大島町,33.9294,132.2016,醤油,dish,いりこの香りと旨味を澄んだスープにそのまま生かした、周防大島のご当地ラーメン。満州で中華そばに親しんだ創業者が、島で豊富に獲れるいりこを生かして考案したと伝わる。,A clear-broth ramen from Suo-Oshima built directly on dried-sardine aroma and savor. Said to have been created by a diner founder who grew familiar with Chinese noodle soup in Manchuria and put the island's own iriko to use.,いりこラーメン｜周防大島,https://tryangle.yamaguchi.jp/tryangle/suooshima-irikoramen,Try angle（山口県公式観光サイト）,2026-09-13
imabari-ramen,今治ラーメン,Imabari Ramen,Imabari Ramen — a seafood broth from sea bream and dried sardines,愛媛県,今治市,34.0656,132.9977,塩,dish,鯛やいりこなど瀬戸内の小魚でとった出汁に、伯方の塩を合わせた今治のご当地ラーメン。縮れた細麺とすまき、地鶏チャーシューなどが添えられる、あっさりとした一杯とされる。,"An Imabari ramen built on sea bream and dried sardines, seasoned with local Hakata salt. A light bowl served with thin curly noodles and toppings like sumaki fish cake and local chicken chashu.",今治ラーメンとは,https://imabariramen.com/,今治ラーメンスタンプラリー実行委員会,2026-09-13
matsuyama-hyota-ramen,松山瓢系ラーメン,Matsuyama Hyota-kei Ramen,Matsuyama Hyota-kei Ramen — a sweet pork-and-chicken lineage,愛媛県,松山市,33.8416,132.7657,醤油,dish,鶏がらと豚皮の出汁に、甘辛く煮たチャーシューの煮汁を合わせた松山のご当地ラーメン。1980年創業の店の味が、系統として受け継がれてきたことからこの名で呼ばれるという。,A Matsuyama ramen combining chicken-carcass and pork-skin stock with the braising liquid from sweet soy chashu. Said to take its name from a lineage carried forward from a shop founded in 1980.,瓢太（ひょうた）｜えひめの食,https://ehime-epuri.jp/68636,えひめ愛顔の観光公式サイト（愛媛県）,2026-09-13
